title,couplet number,couplet,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet CXVIII,4,"Thus policy in love, to anticipate/The ills that were not, grew to faults assured","('thus', 'policy', 'in', 'love', ',', 'to', 'anticipate', '/', 'the', 'ills', 'that', 'were', 'not', ',', 'grew', 'to', 'faults', 'assured')","('thus', 'policy', 'in', 'love', '', 'to', 'anticipate', 'the', 'ills', 'that', 'were', 'not', '', 'grew', 'to', 'faults', 'assured')","(('thus', 1), ('policy', 3), ('in', 1), ('love', 1), (',', 0), ('to', 1), ('anticipate', 4), ('/', 0), ('the', 1), ('ills', 1), ('that', 1), ('were', 1), ('not', 1), (',', 0), ('grew', 1), ('to', 1), ('faults', 1), ('assured', 2))","(('thus', 1), ('policy', 3), ('in', 1), ('love', 1), ('', None), ('to', 1), ('anticipate', 4), ('the', 1), ('ills', 1), ('that', 1), ('were', 1), ('not', 1), ('', None), ('grew', 1), ('to', 1), ('faults', 1), ('assured', 2))"
Sonnet CXVIII,5,"And brought to medicine a healthful state/Which, rank of goodness, would by ill be cured:","('and', 'brought', 'to', 'medicine', 'a', 'healthful', 'state', '/', 'which', ',', 'rank', 'of', 'goodness', ',', 'would', 'by', 'ill', 'be', 'cured', ':')","('and', 'brought', 'to', 'medicine', 'a', 'healthful', 'state', 'which', '', 'rank', 'of', 'goodness', '', 'would', 'by', 'ill', 'be', 'cured', '')","(('and', 1), ('brought', 1), ('to', 1), ('medicine', 3), ('a', 1), ('healthful', 2), ('state', 1), ('/', 0), ('which', 1), (',', 0), ('rank', 1), ('of', 1), ('goodness', 2), (',', 0), ('would', 1), ('by', 1), ('ill', 1), ('be', 1), ('cured', 1), (':', None))","(('and', 1), ('brought', 1), ('to', 1), ('medicine', 3), ('a', 1), ('healthful', 2), ('state', 1), ('which', 1), ('', None), ('rank', 1), ('of', 1), ('goodness', 2), ('', None), ('would', 1), ('by', 1), ('ill', 1), ('be', 1), ('cured', 1), ('', None))"
Sonnet CXVIII,6,"  But thence I learn, and find the lesson true,/  Drugs poison him that so fell sick of you.","('but', 'thence', 'i', 'learn', ',', 'and', 'find', 'the', 'lesson', 'true', ',', '/', 'drugs', 'poison', 'him', 'that', 'so', 'fell', 'sick', 'of', 'you', '.')","('', '', 'but', 'thence', 'i', 'learn', '', 'and', 'find', 'the', 'lesson', 'true', '', '', '', 'drugs', 'poison', 'him', 'that', 'so', 'fell', 'sick', 'of', 'you', '')","(('but', 1), ('thence', 1), ('i', 1), ('learn', 1), (',', 0), ('and', 1), ('find', 1), ('the', 1), ('lesson', 2), ('true', 1), (',', 0), ('/', 0), ('drugs', 1), ('poison', 2), ('him', 1), ('that', 1), ('so', 1), ('fell', 1), ('sick', 1), ('of', 1), ('you', 1), ('.', 0))","(('', None), ('', None), ('but', 1), ('thence', 1), ('i', 1), ('learn', 1), ('', None), ('and', 1), ('find', 1), ('the', 1), ('lesson', 2), ('true', 1), ('', None), ('', None), ('', None), ('drugs', 1), ('poison', 2), ('him', 1), ('that', 1), ('so', 1), ('fell', 1), ('sick', 1), ('of', 1), ('you', 1), ('', None))"
Sonnet CXIX,0,"What potions have I drunk of Siren tears,/Distill'd from limbecks foul as hell within,","('what', 'potions', 'have', 'i', 'drunk', 'of', 'siren', 'tears', ',', '/', ""distill'd"", 'from', 'limbecks', 'foul', 'as', 'hell', 'within', ',')","('what', 'potions', 'have', 'i', 'drunk', 'of', 'siren', 'tears', '', ""distill'd"", 'from', 'limbecks', 'foul', 'as', 'hell', 'within', '')","(('what', 1), ('potions', 2), ('have', 1), ('i', 1), ('drunk', 1), ('of', 1), ('siren', 2), ('tears', 1), (',', 0), ('/', 0), (""distill'd"", None), ('from', 1), ('limbecks', None), ('foul', 1), ('as', 1), ('hell', 1), ('within', 2), (',', 0))","(('what', 1), ('potions', 2), ('have', 1), ('i', 1), ('drunk', 1), ('of', 1), ('siren', 2), ('tears', 1), ('', None), (""distill'd"", None), ('from', 1), ('limbecks', None), ('foul', 1), ('as', 1), ('hell', 1), ('within', 2), ('', None))"
Sonnet CXIX,1,"Applying fears to hopes and hopes to fears,/Still losing when I saw myself to win!","('applying', 'fears', 'to', 'hopes', 'and', 'hopes', 'to', 'fears', ',', '/', 'still', 'losing', 'when', 'i', 'saw', 'myself', 'to', 'win', '!')","('applying', 'fears', 'to', 'hopes', 'and', 'hopes', 'to', 'fears', '', 'still', 'losing', 'when', 'i', 'saw', 'myself', 'to', 'win!')","(('applying', 3), ('fears', 1), ('to', 1), ('hopes', 1), ('and', 1), ('hopes', 1), ('to', 1), ('fears', 1), (',', 0), ('/', 0), ('still', 1), ('losing', 2), ('when', 1), ('i', 1), ('saw', 1), ('myself', 2), ('to', 1), ('win', 1), ('!', 0))","(('applying', 3), ('fears', 1), ('to', 1), ('hopes', 1), ('and', 1), ('hopes', 1), ('to', 1), ('fears', 1), ('', None), ('still', 1), ('losing', 2), ('when', 1), ('i', 1), ('saw', 1), ('myself', 2), ('to', 1), ('win!', None))"
Sonnet CXIX,2,"What wretched errors hath my heart committed,/Whilst it hath thought itself so blessed never!","('what', 'wretched', 'errors', 'hath', 'my', 'heart', 'committed', ',', '/', 'whilst', 'it', 'hath', 'thought', 'itself', 'so', 'blessed', 'never', '!')","('what', 'wretched', 'errors', 'hath', 'my', 'heart', 'committed', '', 'whilst', 'it', 'hath', 'thought', 'itself', 'so', 'blessed', 'never!')","(('what', 1), ('wretched', 2), ('errors', 2), ('hath', 1), ('my', 1), ('heart', 1), ('committed', 3), (',', 0), ('/', 0), ('whilst', 1), ('it', 1), ('hath', 1), ('thought', 1), ('itself', 2), ('so', 1), ('blessed', 1), ('never', 2), ('!', 0))","(('what', 1), ('wretched', 2), ('errors', 2), ('hath', 1), ('my', 1), ('heart', 1), ('committed', 3), ('', None), ('whilst', 1), ('it', 1), ('hath', 1), ('thought', 1), ('itself', 2), ('so', 1), ('blessed', 1), ('never!', None))"
Sonnet CXIX,3,How have mine eyes out of their spheres been fitted/In the distraction of this madding fever!,"('how', 'have', 'mine', 'eyes', 'out', 'of', 'their', 'spheres', 'been', 'fitted', '/', 'in', 'the', 'distraction', 'of', 'this', 'madding', 'fever', '!')","('how', 'have', 'mine', 'eyes', 'out', 'of', 'their', 'spheres', 'been', 'fitted', 'in', 'the', 'distraction', 'of', 'this', 'madding', 'fever!')","(('how', 1), ('have', 1), ('mine', 1), ('eyes', 1), ('out', 1), ('of', 1), ('their', 1), ('spheres', 1), ('been', 1), ('fitted', 2), ('/', 0), ('in', 1), ('the', 1), ('distraction', 3), ('of', 1), ('this', 1), ('madding', 2), ('fever', 2), ('!', 0))","(('how', 1), ('have', 1), ('mine', 1), ('eyes', 1), ('out', 1), ('of', 1), ('their', 1), ('spheres', 1), ('been', 1), ('fitted', 2), ('in', 1), ('the', 1), ('distraction', 3), ('of', 1), ('this', 1), ('madding', 2), ('fever!', None))"
Sonnet CXIX,4,O benefit of ill! now I find true/That better is by evil still made better;,"('o', 'benefit', 'of', 'ill', '!', 'now', 'i', 'find', 'true', '/', 'that', 'better', 'is', 'by', 'evil', 'still', 'made', 'better', ';')","('o', 'benefit', 'of', 'ill!', 'now', 'i', 'find', 'true', 'that', 'better', 'is', 'by', 'evil', 'still', 'made', 'better;')","(('o', 1), ('benefit', 3), ('of', 1), ('ill', 1), ('!', 0), ('now', 1), ('i', 1), ('find', 1), ('true', 1), ('/', 0), ('that', 1), ('better', 2), ('is', 1), ('by', 1), ('evil', 2), ('still', 1), ('made', 1), ('better', 2), (';', 0))","(('o', 1), ('benefit', 3), ('of', 1), ('ill!', None), ('now', 1), ('i', 1), ('find', 1), ('true', 1), ('that', 1), ('better', 2), ('is', 1), ('by', 1), ('evil', 2), ('still', 1), ('made', 1), ('better;', None))"
Sonnet CXIX,5,"And ruin'd love, when it is built anew,/Grows fairer than at first, more strong, far greater.","('and', ""ruin'd"", 'love', ',', 'when', 'it', 'is', 'built', 'anew', ',', '/', 'grows', 'fairer', 'than', 'at', 'first', ',', 'more', 'strong', ',', 'far', 'greater', '.')","('and', ""ruin'd"", 'love', '', 'when', 'it', 'is', 'built', 'anew', '', 'grows', 'fairer', 'than', 'at', 'first', '', 'more', 'strong', '', 'far', 'greater', '')","(('and', 1), (""ruin'd"", None), ('love', 1), (',', 0), ('when', 1), ('it', 1), ('is', 1), ('built', 1), ('anew', 2), (',', 0), ('/', 0), ('grows', 1), ('fairer', 2), ('than', 1), ('at', 1), ('first', 1), (',', 0), ('more', 1), ('strong', 1), (',', 0), ('far', 1), ('greater', 2), ('.', 0))","(('and', 1), (""ruin'd"", None), ('love', 1), ('', None), ('when', 1), ('it', 1), ('is', 1), ('built', 1), ('anew', 2), ('', None), ('grows', 1), ('fairer', 2), ('than', 1), ('at', 1), ('first', 1), ('', None), ('more', 1), ('strong', 1), ('', None), ('far', 1), ('greater', 2), ('', None))"
Sonnet CXIX,6,  So I return rebuked to my content/  And gain by ill thrice more than I have spent.,"('so', 'i', 'return', 'rebuked', 'to', 'my', 'content', '/', 'and', 'gain', 'by', 'ill', 'thrice', 'more', 'than', 'i', 'have', 'spent', '.')","('', '', 'so', 'i', 'return', 'rebuked', 'to', 'my', 'content', '', '', 'and', 'gain', 'by', 'ill', 'thrice', 'more', 'than', 'i', 'have', 'spent', '')","(('so', 1), ('i', 1), ('return', 2), ('rebuked', 2), ('to', 1), ('my', 1), ('content', 2), ('/', 0), ('and', 1), ('gain', 1), ('by', 1), ('ill', 1), ('thrice', 1), ('more', 1), ('than', 1), ('i', 1), ('have', 1), ('spent', 1), ('.', 0))","(('', None), ('', None), ('so', 1), ('i', 1), ('return', 2), ('rebuked', 2), ('to', 1), ('my', 1), ('content', 2), ('', None), ('', None), ('and', 1), ('gain', 1), ('by', 1), ('ill', 1), ('thrice', 1), ('more', 1), ('than', 1), ('i', 1), ('have', 1), ('spent', 1), ('', None))"
Sonnet CXX,0,"That you were once unkind befriends me now,/And for that sorrow which I then did feel","('that', 'you', 'were', 'once', 'unkind', 'befriends', 'me', 'now', ',', '/', 'and', 'for', 'that', 'sorrow', 'which', 'i', 'then', 'did', 'feel')","('that', 'you', 'were', 'once', 'unkind', 'befriends', 'me', 'now', '', 'and', 'for', 'that', 'sorrow', 'which', 'i', 'then', 'did', 'feel')","(('that', 1), ('you', 1), ('were', 1), ('once', 1), ('unkind', 2), ('befriends', 2), ('me', 1), ('now', 1), (',', 0), ('/', 0), ('and', 1), ('for', 1), ('that', 1), ('sorrow', 2), ('which', 1), ('i', 1), ('then', 1), ('did', 1), ('feel', 1))","(('that', 1), ('you', 1), ('were', 1), ('once', 1), ('unkind', 2), ('befriends', 2), ('me', 1), ('now', 1), ('', None), ('and', 1), ('for', 1), ('that', 1), ('sorrow', 2), ('which', 1), ('i', 1), ('then', 1), ('did', 1), ('feel', 1))"
Sonnet CXX,1,"Needs must I under my transgression bow,/Unless my nerves were brass or hammer'd steel.","('needs', 'must', 'i', 'under', 'my', 'transgression', 'bow', ',', '/', 'unless', 'my', 'nerves', 'were', 'brass', 'or', ""hammer'd"", 'steel', '.')","('needs', 'must', 'i', 'under', 'my', 'transgression', 'bow', '', 'unless', 'my', 'nerves', 'were', 'brass', 'or', ""hammer'd"", 'steel', '')","(('needs', 1), ('must', 1), ('i', 1), ('under', 2), ('my', 1), ('transgression', 3), ('bow', 1), (',', 0), ('/', 0), ('unless', 2), ('my', 1), ('nerves', 1), ('were', 1), ('brass', 1), ('or', 1), (""hammer'd"", None), ('steel', 1), ('.', 0))","(('needs', 1), ('must', 1), ('i', 1), ('under', 2), ('my', 1), ('transgression', 3), ('bow', 1), ('', None), ('unless', 2), ('my', 1), ('nerves', 1), ('were', 1), ('brass', 1), ('or', 1), (""hammer'd"", None), ('steel', 1), ('', None))"
Sonnet CXX,2,"For if you were by my unkindness shaken/As I by yours, you've pass'd a hell of time,","('for', 'if', 'you', 'were', 'by', 'my', 'unkindness', 'shaken', '/', 'as', 'i', 'by', 'yours', ',', ""you've"", ""pass'd"", 'a', 'hell', 'of', 'time', ',')","('for', 'if', 'you', 'were', 'by', 'my', 'unkindness', 'shaken', 'as', 'i', 'by', 'yours', '', ""you've"", ""pass'd"", 'a', 'hell', 'of', 'time', '')","(('for', 1), ('if', 1), ('you', 1), ('were', 1), ('by', 1), ('my', 1), ('unkindness', None), ('shaken', 2), ('/', 0), ('as', 1), ('i', 1), ('by', 1), ('yours', 1), (',', 0), (""you've"", 1), (""pass'd"", None), ('a', 1), ('hell', 1), ('of', 1), ('time', 1), (',', 0))","(('for', 1), ('if', 1), ('you', 1), ('were', 1), ('by', 1), ('my', 1), ('unkindness', None), ('shaken', 2), ('as', 1), ('i', 1), ('by', 1), ('yours', 1), ('', None), (""you've"", 1), (""pass'd"", None), ('a', 1), ('hell', 1), ('of', 1), ('time', 1), ('', None))"
Sonnet CXX,3,"And I, a tyrant, have no leisure taken/To weigh how once I suffered in your crime.","('and', 'i', ',', 'a', 'tyrant', ',', 'have', 'no', 'leisure', 'taken', '/', 'to', 'weigh', 'how', 'once', 'i', 'suffered', 'in', 'your', 'crime', '.')","('and', 'i', '', 'a', 'tyrant', '', 'have', 'no', 'leisure', 'taken', 'to', 'weigh', 'how', 'once', 'i', 'suffered', 'in', 'your', 'crime', '')","(('and', 1), ('i', 1), (',', 0), ('a', 1), ('tyrant', 2), (',', 0), ('have', 1), ('no', 1), ('leisure', 2), ('taken', 2), ('/', 0), ('to', 1), ('weigh', 1), ('how', 1), ('once', 1), ('i', 1), ('suffered', 2), ('in', 1), ('your', 1), ('crime', 1), ('.', 0))","(('and', 1), ('i', 1), ('', None), ('a', 1), ('tyrant', 2), ('', None), ('have', 1), ('no', 1), ('leisure', 2), ('taken', 2), ('to', 1), ('weigh', 1), ('how', 1), ('once', 1), ('i', 1), ('suffered', 2), ('in', 1), ('your', 1), ('crime', 1), ('', None))"
Sonnet CXX,4,"O, that our night of woe might have remember'd/My deepest sense, how hard true sorrow hits,","('o', ',', 'that', 'our', 'night', 'of', 'woe', 'might', 'have', ""remember'd"", '/', 'my', 'deepest', 'sense', ',', 'how', 'hard', 'true', 'sorrow', 'hits', ',')","('o', '', 'that', 'our', 'night', 'of', 'woe', 'might', 'have', ""remember'd"", 'my', 'deepest', 'sense', '', 'how', 'hard', 'true', 'sorrow', 'hits', '')","(('o', 1), (',', 0), ('that', 1), ('our', 2), ('night', 1), ('of', 1), ('woe', 1), ('might', 1), ('have', 1), (""remember'd"", None), ('/', 0), ('my', 1), ('deepest', 2), ('sense', 1), (',', 0), ('how', 1), ('hard', 1), ('true', 1), ('sorrow', 2), ('hits', 1), (',', 0))","(('o', 1), ('', None), ('that', 1), ('our', 2), ('night', 1), ('of', 1), ('woe', 1), ('might', 1), ('have', 1), (""remember'd"", None), ('my', 1), ('deepest', 2), ('sense', 1), ('', None), ('how', 1), ('hard', 1), ('true', 1), ('sorrow', 2), ('hits', 1), ('', None))"
Sonnet CXX,5,"And soon to you, as you to me, then tender'd/The humble slave which wounded bosoms fits!","('and', 'soon', 'to', 'you', ',', 'as', 'you', 'to', 'me', ',', 'then', ""tender'd"", '/', 'the', 'humble', 'slave', 'which', 'wounded', 'bosoms', 'fits', '!')","('and', 'soon', 'to', 'you', '', 'as', 'you', 'to', 'me', '', 'then', ""tender'd"", 'the', 'humble', 'slave', 'which', 'wounded', 'bosoms', 'fits!')","(('and', 1), ('soon', 1), ('to', 1), ('you', 1), (',', 0), ('as', 1), ('you', 1), ('to', 1), ('me', 1), (',', 0), ('then', 1), (""tender'd"", None), ('/', 0), ('the', 1), ('humble', 2), ('slave', 1), ('which', 1), ('wounded', 2), ('bosoms', None), ('fits', 1), ('!', 0))","(('and', 1), ('soon', 1), ('to', 1), ('you', 1), ('', None), ('as', 1), ('you', 1), ('to', 1), ('me', 1), ('', None), ('then', 1), (""tender'd"", None), ('the', 1), ('humble', 2), ('slave', 1), ('which', 1), ('wounded', 2), ('bosoms', None), ('fits!', None))"
Sonnet CXX,6,"  But that your trespass now becomes a fee;/  Mine ransoms yours, and yours must ransom me.","('but', 'that', 'your', 'trespass', 'now', 'becomes', 'a', 'fee', ';', '/', 'mine', 'ransoms', 'yours', ',', 'and', 'yours', 'must', 'ransom', 'me', '.')","('', '', 'but', 'that', 'your', 'trespass', 'now', 'becomes', 'a', 'fee;', '', '', 'mine', 'ransoms', 'yours', '', 'and', 'yours', 'must', 'ransom', 'me', '')","(('but', 1), ('that', 1), ('your', 1), ('trespass', 2), ('now', 1), ('becomes', 2), ('a', 1), ('fee', 1), (';', 0), ('/', 0), ('mine', 1), ('ransoms', 2), ('yours', 1), (',', 0), ('and', 1), ('yours', 1), ('must', 1), ('ransom', 2), ('me', 1), ('.', 0))","(('', None), ('', None), ('but', 1), ('that', 1), ('your', 1), ('trespass', 2), ('now', 1), ('becomes', 2), ('a', 1), ('fee;', None), ('', None), ('', None), ('mine', 1), ('ransoms', 2), ('yours', 1), ('', None), ('and', 1), ('yours', 1), ('must', 1), ('ransom', 2), ('me', 1), ('', None))"
Sonnet CXXI,0,"'Tis better to be vile than vile esteem'd,/When not to be receives reproach of being,","(""'tis"", 'better', 'to', 'be', 'vile', 'than', 'vile', ""esteem'd"", ',', '/', 'when', 'not', 'to', 'be', 'receives', 'reproach', 'of', 'being', ',')","(""'tis"", 'better', 'to', 'be', 'vile', 'than', 'vile', ""esteem'd"", '', 'when', 'not', 'to', 'be', 'receives', 'reproach', 'of', 'being', '')","((""'tis"", 1), ('better', 2), ('to', 1), ('be', 1), ('vile', 1), ('than', 1), ('vile', 1), (""esteem'd"", None), (',', 0), ('/', 0), ('when', 1), ('not', 1), ('to', 1), ('be', 1), ('receives', 2), ('reproach', 2), ('of', 1), ('being', 2), (',', 0))","((""'tis"", 1), ('better', 2), ('to', 1), ('be', 1), ('vile', 1), ('than', 1), ('vile', 1), (""esteem'd"", None), ('', None), ('when', 1), ('not', 1), ('to', 1), ('be', 1), ('receives', 2), ('reproach', 2), ('of', 1), ('being', 2), ('', None))"
Sonnet CXXI,1,And the just pleasure lost which is so deem'd/Not by our feeling but by others' seeing:,"('and', 'the', 'just', 'pleasure', 'lost', 'which', 'is', 'so', ""deem'd"", '/', 'not', 'by', 'our', 'feeling', 'but', 'by', ""others'"", 'seeing', ':')","('and', 'the', 'just', 'pleasure', 'lost', 'which', 'is', 'so', ""deem'd"", 'not', 'by', 'our', 'feeling', 'but', 'by', ""others'"", 'seeing', '')","(('and', 1), ('the', 1), ('just', 1), ('pleasure', 2), ('lost', 1), ('which', 1), ('is', 1), ('so', 1), (""deem'd"", None), ('/', 0), ('not', 1), ('by', 1), ('our', 2), ('feeling', 2), ('but', 1), ('by', 1), (""others'"", 2), ('seeing', 2), (':', None))","(('and', 1), ('the', 1), ('just', 1), ('pleasure', 2), ('lost', 1), ('which', 1), ('is', 1), ('so', 1), (""deem'd"", None), ('not', 1), ('by', 1), ('our', 2), ('feeling', 2), ('but', 1), ('by', 1), (""others'"", 2), ('seeing', 2), ('', None))"
Sonnet CXXI,2,For why should others false adulterate eyes/Give salutation to my sportive blood?,"('for', 'why', 'should', 'others', 'false', 'adulterate', 'eyes', '/', 'give', 'salutation', 'to', 'my', 'sportive', 'blood', '?')","('for', 'why', 'should', 'others', 'false', 'adulterate', 'eyes', 'give', 'salutation', 'to', 'my', 'sportive', 'blood?')","(('for', 1), ('why', 1), ('should', 1), ('others', 2), ('false', 1), ('adulterate', 4), ('eyes', 1), ('/', 0), ('give', 1), ('salutation', None), ('to', 1), ('my', 1), ('sportive', None), ('blood', 1), ('?', None))","(('for', 1), ('why', 1), ('should', 1), ('others', 2), ('false', 1), ('adulterate', 4), ('eyes', 1), ('give', 1), ('salutation', None), ('to', 1), ('my', 1), ('sportive', None), ('blood?', None))"
Sonnet CXXI,3,"Or on my frailties why are frailer spies,/Which in their wills count bad what I think good?","('or', 'on', 'my', 'frailties', 'why', 'are', 'frailer', 'spies', ',', '/', 'which', 'in', 'their', 'wills', 'count', 'bad', 'what', 'i', 'think', 'good', '?')","('or', 'on', 'my', 'frailties', 'why', 'are', 'frailer', 'spies', '', 'which', 'in', 'their', 'wills', 'count', 'bad', 'what', 'i', 'think', 'good?')","(('or', 1), ('on', 1), ('my', 1), ('frailties', 2), ('why', 1), ('are', 1), ('frailer', None), ('spies', 1), (',', 0), ('/', 0), ('which', 1), ('in', 1), ('their', 1), ('wills', 1), ('count', 1), ('bad', 1), ('what', 1), ('i', 1), ('think', 1), ('good', 1), ('?', None))","(('or', 1), ('on', 1), ('my', 1), ('frailties', 2), ('why', 1), ('are', 1), ('frailer', None), ('spies', 1), ('', None), ('which', 1), ('in', 1), ('their', 1), ('wills', 1), ('count', 1), ('bad', 1), ('what', 1), ('i', 1), ('think', 1), ('good?', None))"
Sonnet CXXI,4,"No, I am that I am, and they that level/At my abuses reckon up their own:","('no', ',', 'i', 'am', 'that', 'i', 'am', ',', 'and', 'they', 'that', 'level', '/', 'at', 'my', 'abuses', 'reckon', 'up', 'their', 'own', ':')","('no', '', 'i', 'am', 'that', 'i', 'am', '', 'and', 'they', 'that', 'level', 'at', 'my', 'abuses', 'reckon', 'up', 'their', 'own', '')","(('no', 1), (',', 0), ('i', 1), ('am', 1), ('that', 1), ('i', 1), ('am', 1), (',', 0), ('and', 1), ('they', 1), ('that', 1), ('level', 2), ('/', 0), ('at', 1), ('my', 1), ('abuses', 3), ('reckon', 2), ('up', 1), ('their', 1), ('own', 1), (':', None))","(('no', 1), ('', None), ('i', 1), ('am', 1), ('that', 1), ('i', 1), ('am', 1), ('', None), ('and', 1), ('they', 1), ('that', 1), ('level', 2), ('at', 1), ('my', 1), ('abuses', 3), ('reckon', 2), ('up', 1), ('their', 1), ('own', 1), ('', None))"
Sonnet CXXI,5,"I may be straight, though they themselves be bevel;/By their rank thoughts my deeds must not be shown;","('i', 'may', 'be', 'straight', ',', 'though', 'they', 'themselves', 'be', 'bevel', ';', '/', 'by', 'their', 'rank', 'thoughts', 'my', 'deeds', 'must', 'not', 'be', 'shown', ';')","('i', 'may', 'be', 'straight', '', 'though', 'they', 'themselves', 'be', 'bevel;', 'by', 'their', 'rank', 'thoughts', 'my', 'deeds', 'must', 'not', 'be', 'shown;')","(('i', 1), ('may', 1), ('be', 1), ('straight', 1), (',', 0), ('though', 1), ('they', 1), ('themselves', 2), ('be', 1), ('bevel', 2), (';', 0), ('/', 0), ('by', 1), ('their', 1), ('rank', 1), ('thoughts', 1), ('my', 1), ('deeds', 1), ('must', 1), ('not', 1), ('be', 1), ('shown', 1), (';', 0))","(('i', 1), ('may', 1), ('be', 1), ('straight', 1), ('', None), ('though', 1), ('they', 1), ('themselves', 2), ('be', 1), ('bevel;', None), ('by', 1), ('their', 1), ('rank', 1), ('thoughts', 1), ('my', 1), ('deeds', 1), ('must', 1), ('not', 1), ('be', 1), ('shown;', None))"
Sonnet CXXI,6,"  Unless this general evil they maintain,/  All men are bad, and in their badness reign.","('unless', 'this', 'general', 'evil', 'they', 'maintain', ',', '/', 'all', 'men', 'are', 'bad', ',', 'and', 'in', 'their', 'badness', 'reign', '.')","('', '', 'unless', 'this', 'general', 'evil', 'they', 'maintain', '', '', '', 'all', 'men', 'are', 'bad', '', 'and', 'in', 'their', 'badness', 'reign', '')","(('unless', 2), ('this', 1), ('general', 3), ('evil', 2), ('they', 1), ('maintain', 2), (',', 0), ('/', 0), ('all', 1), ('men', 1), ('are', 1), ('bad', 1), (',', 0), ('and', 1), ('in', 1), ('their', 1), ('badness', 2), ('reign', 1), ('.', 0))","(('', None), ('', None), ('unless', 2), ('this', 1), ('general', 3), ('evil', 2), ('they', 1), ('maintain', 2), ('', None), ('', None), ('', None), ('all', 1), ('men', 1), ('are', 1), ('bad', 1), ('', None), ('and', 1), ('in', 1), ('their', 1), ('badness', 2), ('reign', 1), ('', None))"
Sonnet CXXII,0,"Thy gift, thy tables, are within my brain/Full character'd with lasting memory,","('thy', 'gift', ',', 'thy', 'tables', ',', 'are', 'within', 'my', 'brain', '/', 'full', ""character'd"", 'with', 'lasting', 'memory', ',')","('thy', 'gift', '', 'thy', 'tables', '', 'are', 'within', 'my', 'brain', 'full', ""character'd"", 'with', 'lasting', 'memory', '')","(('thy', 1), ('gift', 1), (',', 0), ('thy', 1), ('tables', 2), (',', 0), ('are', 1), ('within', 2), ('my', 1), ('brain', 1), ('/', 0), ('full', 1), (""character'd"", None), ('with', 1), ('lasting', 2), ('memory', 3), (',', 0))","(('thy', 1), ('gift', 1), ('', None), ('thy', 1), ('tables', 2), ('', None), ('are', 1), ('within', 2), ('my', 1), ('brain', 1), ('full', 1), (""character'd"", None), ('with', 1), ('lasting', 2), ('memory', 3), ('', None))"
Sonnet CXXII,1,"Which shall above that idle rank remain/Beyond all date, even to eternity;","('which', 'shall', 'above', 'that', 'idle', 'rank', 'remain', '/', 'beyond', 'all', 'date', ',', 'even', 'to', 'eternity', ';')","('which', 'shall', 'above', 'that', 'idle', 'rank', 'remain', 'beyond', 'all', 'date', '', 'even', 'to', 'eternity;')","(('which', 1), ('shall', 1), ('above', 2), ('that', 1), ('idle', 2), ('rank', 1), ('remain', 2), ('/', 0), ('beyond', 2), ('all', 1), ('date', 1), (',', 0), ('even', 2), ('to', 1), ('eternity', 4), (';', 0))","(('which', 1), ('shall', 1), ('above', 2), ('that', 1), ('idle', 2), ('rank', 1), ('remain', 2), ('beyond', 2), ('all', 1), ('date', 1), ('', None), ('even', 2), ('to', 1), ('eternity;', None))"
Sonnet CXXII,2,"Or at the least, so long as brain and heart/Have faculty by nature to subsist;","('or', 'at', 'the', 'least', ',', 'so', 'long', 'as', 'brain', 'and', 'heart', '/', 'have', 'faculty', 'by', 'nature', 'to', 'subsist', ';')","('or', 'at', 'the', 'least', '', 'so', 'long', 'as', 'brain', 'and', 'heart', 'have', 'faculty', 'by', 'nature', 'to', 'subsist;')","(('or', 1), ('at', 1), ('the', 1), ('least', 1), (',', 0), ('so', 1), ('long', 1), ('as', 1), ('brain', 1), ('and', 1), ('heart', 1), ('/', 0), ('have', 1), ('faculty', 3), ('by', 1), ('nature', 2), ('to', 1), ('subsist', 2), (';', 0))","(('or', 1), ('at', 1), ('the', 1), ('least', 1), ('', None), ('so', 1), ('long', 1), ('as', 1), ('brain', 1), ('and', 1), ('heart', 1), ('have', 1), ('faculty', 3), ('by', 1), ('nature', 2), ('to', 1), ('subsist;', None))"
Sonnet CXXII,3,"Till each to razed oblivion yield his part/Of thee, thy record never can be miss'd.","('till', 'each', 'to', 'razed', 'oblivion', 'yield', 'his', 'part', '/', 'of', 'thee', ',', 'thy', 'record', 'never', 'can', 'be', ""miss'd"", '.')","('till', 'each', 'to', 'razed', 'oblivion', 'yield', 'his', 'part', 'of', 'thee', '', 'thy', 'record', 'never', 'can', 'be', ""miss'd"", '')","(('till', 1), ('each', 1), ('to', 1), ('razed', 1), ('oblivion', 4), ('yield', 1), ('his', 1), ('part', 1), ('/', 0), ('of', 1), ('thee', 1), (',', 0), ('thy', 1), ('record', 2), ('never', 2), ('can', 1), ('be', 1), (""miss'd"", None), ('.', 0))","(('till', 1), ('each', 1), ('to', 1), ('razed', 1), ('oblivion', 4), ('yield', 1), ('his', 1), ('part', 1), ('of', 1), ('thee', 1), ('', None), ('thy', 1), ('record', 2), ('never', 2), ('can', 1), ('be', 1), (""miss'd"", None), ('', None))"
